iter	Logloss
434	0.09616360059
435	0.09614181644
436	0.0961257316
437	0.09589872063
438	0.09588351531
439	0.09582037078
440	0.09557120617
441	0.09532955403
442	0.09467147921
443	0.09466116443
444	0.09457732353
445	0.09420306341
446	0.09417100331
447	0.09410935935
448	0.0938481861
449	0.09354074867
450	0.09328151931
451	0.09326739592
452	0.09325710096
453	0.09318077735
454	0.09305900657
455	0.09301329475
456	0.09276784814
457	0.09274864182
458	0.09256067694
459	0.09219780384
460	0.09185481144
461	0.09184132915
462	0.09164258362
463	0.09156156141
464	0.0913178909
465	0.09117047552
466	0.09097526244
467	0.09077716852
468	0.09076155673
469	0.09048809697
470	0.09028350422
471	0.09015850369
472	0.09009178604
473	0.09008057197
474	0.09007040773
475	0.08994951755
476	0.08986823559
477	0.08983515467
478	0.08966420286
479	0.08956283026
480	0.08944575878
481	0.08935552449
482	0.08907046668
483	0.08906178884
484	0.08904003483
485	0.08891625641
486	0.08886189661
487	0.08864947143
488	0.08863618267
489	0.08854740324
490	0.08845429491
491	0.08840802678
492	0.08834824972
493	0.08821014543
494	0.08788567094
495	0.08768609605
496	0.08767992118
497	0.08758028806
498	0.08726920782
499	0.08666509052
